32	lxj-32	134	#ffffff,#fbffd6,#f4ff75,#f5d868,#f5c356,#f8b242,#f29606,#7cb2d3,#6281c2,#4548ae,#502fbb,#4122a9,#a53636,#882a2a,#782424,#622121,#9156aa,#6a387e,#552766,#431f51,#8d6230,#765734,#7b6a5c,#6b5e51,#544a44,#3f3938,#332f2e,#5e685c,#3a4537,#262e25,#1d221c,#121412
32	zughy-32	12167	#472d3c,#5e3643,#7a444a,#a05b53,#bf7958,#eea160,#f4cca1,#b6d53c,#71aa34,#397b44,#3c5956,#302c2e,#5a5353,#7d7071,#a0938e,#cfc6b8,#dff6f5,#8aebf1,#28ccdf,#3978a8,#394778,#39314b,#564064,#8e478c,#cd6093,#ffaeb6,#f4b41b,#f47e1b,#e6482e,#a93b3b,#827094,#4f546b
32	dawnbringer-32	4085	#000000,#222034,#45283c,#663931,#8f563b,#df7126,#d9a066,#eec39a,#fbf236,#99e550,#6abe30,#37946e,#4b692f,#524b24,#323c39,#3f3f74,#306082,#5b6ee1,#639bff,#5fcde4,#cbdbfc,#ffffff,#9badb7,#847e87,#696a6a,#595652,#76428a,#ac3232,#d95763,#d77bba,#8f974a,#8a6f30
32	greenstar32	1073	#312e2f,#635c5a,#81776b,#c6b5a5,#ffedd4,#96567a,#ca7091,#60434f,#884f5e,#af6567,#bb7979,#c37c6b,#dd997e,#e9b58c,#c68b5b,#8c594a,#5e443f,#e1ad56,#f8cf8e,#efdc76,#cebe55,#9d9f37,#72792b,#515e2e,#45644f,#508657,#bbd18a,#5b546c,#6a7189,#7a949c,#80aba4,#aed7b9
32	marshmellow32	1043	#2b3f41,#3a5356,#57797d,#8ca697,#3f3e20,#555735,#767f45,#a4ab79,#593234,#734141,#8c504d,#b87a66,#c1bcac,#afa491,#907b67,#71554a,#3c3c3c,#544a44,#a1623b,#b68241,#e2b55f,#b2b2b2,#7c7c7c,#4b5053,#3c3a3f,#4e3c5c,#6e4d7e,#8f619a,#20415b,#235b7c,#2d80a6,#5eb3bc
32	koni32	1343	#000000,#0b0a0d,#161524,#222640,#2b4057,#306566,#34a870,#49f25a,#a4ff63,#fff240,#f2a53f,#cc7a47,#f54025,#a63a3a,#995348,#733758,#4d2a49,#46346a,#8c2eb8,#f261da,#ffa8d4,#b3dfff,#70a5fa,#407cff,#1f50cc,#213ea6,#272f66,#414558,#6d7078,#898b8c,#bbbdbf,#ffffff
32	ufo-50	554	#ffffff,#a48080,#feb854,#e8ea4a,#58f5b1,#64a4a4,#cc68e4,#fe626e,#c8c8c8,#e03c32,#fe7000,#63b31d,#a4f022,#27badb,#fe48de,#d10f4c,#707070,#991515,#ca4a00,#a3a324,#008456,#006ab4,#9600dc,#861650,#000000,#4c0000,#783450,#8a6042,#003d10,#202040,#340058,#4430ba
32	andrew-kensler-32	317	#d6a090,#fe3b1e,#a12c32,#fa2f7a,#fb9fda,#e61cf7,#992f7c,#47011f,#051155,#4f02ec,#2d69cb,#00a6ee,#6febff,#08a29a,#2a666a,#063619,#000000,#4a4957,#8e7ba4,#b7c0ff,#ffffff,#acbe9c,#827c70,#5a3b1c,#ae6507,#f7aa30,#f4ea5c,#9b9500,#566204,#11963b,#51e113,#08fdcc
32	atapki-baby32	239	#000000,#424242,#7f7e7f,#bebebe,#ffffff,#ff9c7c,#ff0000,#9d1636,#43142b,#8c3a21,#c96e19,#efb300,#ffff00,#04be00,#0c7a42,#113939,#0000ff,#3776ff,#37bbff,#04ffff,#ffb5ec,#ff00ff,#a018cf,#4e1f7f,#131225,#38466c,#32421b,#5e5e39,#a9e0a6,#f4d1c3,#4f3835,#1d1918
32	arne-32	416	#000000,#493c2b,#be2633,#e06f8b,#a46422,#eb8931,#f7e26b,#ffffff,#9d9d9d,#2f484e,#1b2632,#44891a,#a3ce27,#005784,#31a2f2,#b2dcef,#342a97,#656d71,#cccccc,#732930,#cb43a7,#524f40,#ad9d33,#ec4700,#fab40b,#115e33,#14807e,#15c2a5,#225af6,#9964f9,#f78ed6,#f4b990
32	hybrid32	327	#593339,#903d62,#ae6253,#dd9c68,#edce9f,#c2c237,#6aba3b,#3b8f5b,#335a5c,#376129,#979ea8,#c0c7b7,#e4edf5,#38c2d6,#296291,#353456,#613755,#955b8d,#d467a2,#e5df52,#ec6b24,#a83135,#565299,#645964,#2e2a35,#d96f67,#9d5a33,#5095e6,#526626,#101b21,#f21e44,#ffffff
32	gnome-32	303	#eae8e3,#bab5ab,#807d74,#565248,#c5d2c8,#83a67f,#5d7555,#445632,#e0b6af,#c1665a,#884631,#663822,#ada7c8,#887fa3,#625b81,#494066,#9db8d2,#7590ae,#4b6983,#314e6c,#efe0cd,#e0c39e,#b39169,#826647,#df421e,#990000,#eed680,#d1940c,#46a046,#267726,#ffffff,#000000
32	zykro-32	318	#000000,#181a1a,#3b494f,#5d6d72,#7a8e95,#99aab0,#bfced3,#ffffff,#7a0724,#8f091d,#a70a0a,#ca1818,#de4c35,#c74c20,#cc7223,#e6a029,#f7ca40,#f7d87c,#581414,#7b402a,#a76542,#ca8655,#064022,#066625,#39a32a,#86cc3e,#c2f576,#2d0f84,#4044dc,#4085dc,#6ec1ed,#bbf5ff
